id,Area,Precio
1159,Darebin,1286000
1160,Darebin,1200000
1161,Darebin,1382500
1162,Darebin,1600000
1163,Darebin,1710000
1164,Darebin,2000000
1165,Darebin,583000
1166,Darebin,650000
1167,Darebin,1700000
1168,Darebin,3631504.339
1169,Darebin,950000
1170,Darebin,1655000
1171,Darebin,1255000
1172,Darebin,3133360.163
1173,Darebin,3166492.436
1174,Darebin,790000
1175,Darebin,605000
1176,Darebin,3460253.396
1177,Darebin,1190000
1178,Darebin,3545626.261
1179,Darebin,2175000
1180,Darebin,312000
1181,Darebin,890000
1182,Darebin,2700000
1183,Darebin,1101000
1184,Darebin,1050000
1185,Darebin,1010000
1186,Darebin,1900000
1187,Darebin,3207145.366
1188,Darebin,1020000
1189,Darebin,844000
1190,Darebin,2910499.665
1191,Darebin,1300000
1192,Darebin,810000
1193,Darebin,701000
1194,Darebin,1255000
1195,Darebin,665000
1196,Darebin,1085000
1197,Darebin,2315000
1198,Darebin,1170000
1199,Darebin,1715000
1200,Darebin,422000
1201,Darebin,1474000
1202,Darebin,1035000
1203,Darebin,460000
1204,Darebin,3308419.515
1205,Darebin,1095000
1206,Darebin,1225000
1207,Darebin,1211000
1208,Darebin,770000
1209,Darebin,1000000
1210,Darebin,1050000
1211,Darebin,1700000
1212,Darebin,2160000
1213,Darebin,400000
1214,Darebin,3516486.358
1215,Darebin,1950000
1216,Darebin,1820000
1217,Darebin,1080000
1218,Darebin,570000
1219,Darebin,1340000
1220,Darebin,2340000
1221,Darebin,1634000
1222,Darebin,910000
1223,Darebin,1650000
1224,Darebin,1510000
1225,Moreland,865000
1226,Moreland,1350000
1227,Moreland,476000
1228,Moreland,706000
1229,Moreland,920000
1230,Moreland,522000
1231,Moreland,690000
1232,Moreland,770000
1233,Moreland,1100000
1234,Moreland,475000
1235,Moreland,651000
1236,Moreland,3186196.316
1237,Moreland,770000
1238,Moreland,585500
1239,Moreland,840000
1240,Moreland,470000
1241,Moreland,810000
1242,Moreland,855333
1243,Moreland,900000
1244,Melbourne,1230000
1245,Melbourne,1360000
1246,Melbourne,1805000
1247,Melbourne,4173442.758
1248,Melbourne,1265000
1249,Melbourne,1928000
1250,Melbourne,526000
1251,Melbourne,2236000
1252,Melbourne,1403000
1253,Moreland,1120000
1254,Moreland,770000
1255,Moreland,975000
1256,Moreland,780000
1257,Moreland,600000
1258,Moreland,955000
1259,Moreland,1196000
1260,Moreland,2608650.72
1261,Moreland,585000
1262,Moreland,480000
1263,Moreland,605000
1264,Moreland,738000
1265,Moreland,386000
1266,Moreland,452000
1267,Moreland,522500
1268,Moreland,741000
1269,Moreland,530000
1270,Moreland,2518396.304
1271,Moreland,775000
1272,Moreland,950000
1273,Moreland,3054223.703
1274,Moreland,835000
1275,Moreland,790000
1276,Moreland,810000
1277,Moreland,500000
1278,Moreland,485000
1279,Moreland,488000
1280,Moreland,900000
1281,Moreland,680000
1282,Moreland,590000
1283,Moreland,770000
1284,Moreland,975000
1285,Moreland,970000
1286,Moreland,600000
1287,Moreland,3092541.902
1288,Moreland,750000
1289,Moreland,822000
1290,Moreland,430000
1291,Moreland,1350000
1292,Moreland,810000
1293,Moreland,550500
1294,Moreland,3011226.542
1295,Moreland,533000
1296,Moreland,410000
1297,Moreland,600000
1298,Moreland,616000
1299,Moreland,960000
1300,Moreland,985000
1301,Moreland,670000
1302,Moreland,2673775.139
1303,Moreland,880000
1304,Moreland,700000
1305,Moreland,600000
1306,Moreland,1570000
1307,Moreland,525500
1308,Moreland,612500
1309,Moreland,3162360.398
1310,Moreland,960000
1311,Moreland,650000
1312,Moreland,500000
1313,Moreland,599000
1314,Melbourne,1000000
1315,Melbourne,600000
1316,Melbourne,795000
1317,Melbourne,590000
1318,Melbourne,1275000
1319,Melbourne,1000000
1320,Melbourne,1820000
1321,Melbourne,655000
1322,Melbourne,1350000
1323,Melbourne,1101000
1324,Melbourne,1384000
1325,Melbourne,600000
1326,Melbourne,1350000
1327,Melbourne,400000
1328,Darebin,2875125.71
1329,Darebin,930000
1330,Darebin,751000
1331,Darebin,1100000
1332,Darebin,715000
1333,Darebin,3061113.064
1334,Darebin,3190133.26
1335,Darebin,950000
1336,Darebin,496000
1337,Darebin,3127608.983
1338,Darebin,850000
1339,Darebin,540000
1340,Darebin,1150000
1341,Darebin,615000
1342,Darebin,735000
1343,Darebin,600000
1344,Darebin,1000000
1345,Darebin,1650000
1346,Darebin,600000
1347,Darebin,722000
1348,Darebin,1260000
1349,Darebin,485000
1350,Darebin,690000
1351,Darebin,1065000
1352,Darebin,1200000
1353,Darebin,530000
1354,Darebin,900000
1355,Darebin,700000
1356,Darebin,920000
1357,Darebin,980000
1358,Darebin,886000
1359,Darebin,1080000
1360,Darebin,1400000
1361,Darebin,3435659.949
1362,Darebin,436000
1363,Darebin,876000
1364,Darebin,2779208.368
1365,Darebin,714000
1366,Darebin,770000
1367,Darebin,810000
1368,Darebin,1127000
1369,Darebin,780000
1370,Darebin,986000
1371,Darebin,760000
1372,Darebin,850000
1373,Darebin,3274455.728
1374,Darebin,300000
1375,Darebin,890000
1376,Darebin,900000
1377,Darebin,425000
1378,Darebin,515000
1379,Darebin,1040000
1380,Darebin,890000
1381,Darebin,790000
1382,Darebin,860000
1383,Darebin,630000
1384,Darebin,875000
1385,Darebin,923000
1386,Darebin,920000
1387,Darebin,871000
1388,Darebin,950000
1389,Darebin,870000
1390,Darebin,1186000
1391,Darebin,3130408.348
1392,Darebin,1162500
1393,Darebin,2893155.178
1394,Darebin,930000
1395,Darebin,875000
1396,Darebin,840000
1397,Darebin,750000
1398,Darebin,3261444.577
1399,Darebin,475000
1400,Darebin,415000
1401,Darebin,731000
1402,Darebin,352000
1403,Darebin,723000
1404,Darebin,336000
1405,Darebin,3228002.925
1406,Darebin,1025000
1407,Darebin,490000
1408,Darebin,805000
1409,Darebin,1005000
1410,Darebin,3012987.222
1411,Darebin,800000
1412,Darebin,510000
1413,Darebin,651000
1414,Darebin,365000
1415,Darebin,405000
1416,Darebin,620500
1417,Darebin,260000
1418,Darebin,625000
1419,Darebin,427500
1420,Darebin,851000
1421,Darebin,998000
1422,Darebin,1030000
1423,Darebin,410000
1424,Darebin,1015000
1425,Darebin,3469926.728
1426,Darebin,380000
1427,Darebin,530000
1428,Darebin,592000
1429,Darebin,440000
1430,Darebin,650000
1431,Darebin,416000
1432,Darebin,301000
1433,Darebin,865000
1434,Darebin,650000
1435,Darebin,3268835.694
1436,Darebin,491000
1437,Darebin,810000
1438,Darebin,555000
1439,Darebin,350000
1440,Darebin,540000
1441,Darebin,682000
1442,Darebin,380000
1443,Darebin,350000
1444,Darebin,750000
1445,Darebin,495000
1446,Darebin,500000
1447,Darebin,350000
1448,Darebin,3427938.547
1449,Darebin,546000
1450,Darebin,400000
1451,Darebin,360000
1452,Darebin,410000
1453,Darebin,836000
1454,Darebin,811000
1455,Darebin,440000
1456,Darebin,376000
1457,Darebin,323000
1458,Darebin,680000
1459,Darebin,530000
1460,Darebin,786000
1461,Darebin,390000
1462,Darebin,650000
1463,Darebin,800000
1464,Darebin,330000
1465,Darebin,539000
1466,Darebin,622500
1467,Darebin,767500
1468,Darebin,780000
1469,Darebin,668000
1470,Darebin,470000
1471,Darebin,655000
1472,Darebin,440000
1473,Darebin,703000
1474,Darebin,3588689.986
1475,Darebin,2959046.502
1476,Darebin,425000
1477,Darebin,475000
1478,Darebin,950000
1479,Darebin,730000
1480,Darebin,905000
1481,Darebin,480000
1482,Darebin,767000
1483,Darebin,450000
1484,Darebin,921500
1485,Darebin,490000
1486,Darebin,787000
1487,Darebin,3474409.851
1488,Darebin,335000
1489,Darebin,475000
1490,Darebin,440000
1491,Darebin,216000
1492,Darebin,220000
1493,Darebin,2868395.856
1494,Darebin,395000
1495,Darebin,790000
1496,Darebin,3103651.466
1497,Darebin,300000
1498,Darebin,420000
1499,Darebin,885000
1500,Darebin,815000
1501,Darebin,882500
1502,Darebin,793000
1503,Darebin,550000
1504,Darebin,433000
1505,Darebin,680000
1506,Darebin,851000
1507,Darebin,1025000
1508,Darebin,820000
1509,Darebin,784000
1510,Darebin,1186000
1511,Darebin,885000
1512,Darebin,718500
1513,Darebin,3365042.9
1514,Darebin,610000
1515,Darebin,680000
1516,Darebin,390000
1517,Melbourne,1230000
1518,Melbourne,695000
1519,Melbourne,572000
1520,Melbourne,1460000
1521,Melbourne,659000
1522,Melbourne,1300000
1523,Melbourne,3673674.877
1524,Melbourne,1630000
1525,Melbourne,2695000
1526,Melbourne,805000
1527,Melbourne,360000
1528,Melbourne,3000000
1529,Melbourne,2600000
1530,Melbourne,567500
1531,Melbourne,540000
1532,Melbourne,310000
1533,Melbourne,520000
1534,Melbourne,826000
1535,Melbourne,1700000
1536,Melbourne,720000
1537,Melbourne,868000
1538,Melbourne,590000
1539,Melbourne,530000
1540,Melbourne,650000
1541,Melbourne,990000
1542,Melbourne,592500
1543,Melbourne,600000
1544,Melbourne,455000
1545,Melbourne,569000
1546,Melbourne,1220000
1547,Melbourne,1250000
1548,Melbourne,425000
1549,Melbourne,3478660.031
1550,Melbourne,580000
1551,Melbourne,700000
1552,Melbourne,660000
1553,Melbourne,622500
1554,Melbourne,800000
1555,Melbourne,540000
1556,Melbourne,370000
1557,Melbourne,720000
1558,Moonee Valley,1015000
1559,Moonee Valley,1025000
1560,Moonee Valley,1430000
1561,Moonee Valley,1330000
1562,Moonee Valley,1635000
1563,Moonee Valley,3099701.046
1564,Moonee Valley,1440000
1565,Moonee Valley,1300000
1566,Moonee Valley,850000
1567,Moonee Valley,1150000
1568,Moonee Valley,910000
1569,Moonee Valley,1430000
1570,Moonee Valley,622500
1571,Moonee Valley,1500000
1572,Moonee Valley,1280000
1573,Moonee Valley,1485000
1574,Moonee Valley,1080000
1575,Moonee Valley,1715000
1576,Moonee Valley,2650000
1577,Moonee Valley,630000
1578,Moonee Valley,1205000
1579,Moonee Valley,1370000
1580,Boroondara,2440000
1581,Boroondara,2128000
1582,Boroondara,2200000
1583,Boroondara,1700000
1584,Boroondara,6510468.518
1585,Boroondara,2200000
1586,Boroondara,2860000
1587,Boroondara,6549402.004
1588,Boroondara,6601206.024
1589,Boroondara,1700000
1590,Boroondara,2050000
1591,Boroondara,2100000
1592,Boroondara,770500
1593,Boroondara,600000
1594,Boroondara,2125000
1595,Boroondara,6407767.628
1596,Boroondara,1560000
1597,Boroondara,2300000
1598,Boroondara,600000
1599,Boroondara,2180000
1600,Boroondara,1251000
1601,Boroondara,600000
1602,Boroondara,1835000
1603,Boroondara,778500
1604,Darebin,2776525.13
1605,Darebin,370000
1606,Darebin,805000
1607,Darebin,1428888
1608,Darebin,940000
1609,Darebin,3541420.134
1610,Darebin,865000
1611,Darebin,365000
1612,Darebin,1430000
1613,Darebin,525500
1614,Darebin,944000
1615,Darebin,970000
1616,Darebin,3492757.692
1617,Darebin,701000
1618,Darebin,1110000
1619,Darebin,332000
1620,Darebin,1265000
1621,Darebin,1085000
1622,Darebin,898000
1623,Darebin,1235000
1624,Darebin,910500
1625,Darebin,995000
1626,Darebin,760000
1627,Darebin,505000
1628,Darebin,1400000
1629,Darebin,1110000
1630,Darebin,1200000
1631,Darebin,450000
1632,Darebin,874000
1633,Darebin,1427000
1634,Darebin,383000
1635,Darebin,1290000
1636,Darebin,605000
1637,Darebin,450000
1638,Darebin,3029563.741
1639,Darebin,925000
1640,Darebin,1250000
1641,Darebin,1070000
1642,Darebin,1570000
1643,Darebin,486000
1644,Darebin,1211000
1645,Darebin,1280000
1646,Darebin,1478000
1647,Darebin,1913000
1648,Darebin,972000
1649,Darebin,3103387.401
1650,Darebin,432500
1651,Darebin,330000
1652,Darebin,1370000
1653,Darebin,303500
1654,Darebin,1160000
1655,Darebin,1380000
1656,Melbourne,3676663.326
1657,Melbourne,1260000
1658,Melbourne,460000
1659,Melbourne,2370000
1660,Melbourne,800000
1661,Melbourne,550000
1662,Melbourne,660000
1663,Melbourne,3428374.319
1664,Melbourne,995000
1665,Melbourne,443000
1666,Melbourne,1120000
1667,Melbourne,482000
1668,Melbourne,3119100.871
1669,Melbourne,601000
1670,Moonee Valley,380000
1671,Moonee Valley,1646000
1672,Moonee Valley,470000
1673,Moonee Valley,1346000
1674,Moonee Valley,935000
1675,Moonee Valley,3798510.659
1676,Moonee Valley,1150000
1677,Moonee Valley,1720000
1678,Moonee Valley,2977846.013
1679,Moonee Valley,1190000
1680,Moonee Valley,3352188.284
1681,Moonee Valley,1200000
1682,Moonee Valley,726000
1683,Moonee Valley,1300000
1684,Moonee Valley,670000
1685,Moonee Valley,1350000
1686,Moreland,1310000
1687,Moreland,856000
1688,Moreland,580000
1689,Moreland,940000
1690,Moreland,1495000
1691,Moreland,1550000
1692,Moreland,1815000
1693,Moreland,1625000
1694,Moreland,899000
1695,Moreland,435000
1696,Moreland,1080000
1697,Moreland,656000
1698,Moreland,1574000
1699,Moreland,2859046.068
1700,Moreland,590000
1701,Moreland,1679000
1702,Moreland,1050000
1703,Moreland,825000
1704,Moreland,998000
1705,Moreland,1010000
1706,Moreland,910000
1707,Moreland,1050000
1708,Moreland,1600000
1709,Moreland,1325000
1710,Moreland,1335000
1711,Moreland,2954050.672
1712,Melbourne,860000
1713,Melbourne,1590000
1714,Melbourne,4069856.239
1715,Melbourne,720000
1716,Melbourne,840000
1717,Melbourne,705000
1718,Melbourne,435000
1719,Melbourne,1630100
1720,Melbourne,480000
1721,Melbourne,3165689.138
1722,Melbourne,1600000
1723,Melbourne,1010000
1724,Melbourne,1170000
1725,Melbourne,600000
1726,Melbourne,1550000
1727,Melbourne,1616000
1728,Melbourne,3609422.88
1729,Melbourne,3788048.334
1730,Melbourne,1117000
1731,Melbourne,957000
1732,Melbourne,4525000
1733,Melbourne,1935000
1734,Melbourne,1475000
1735,Melbourne,700000
1736,Melbourne,750000
1737,Moonee Valley,1422000
1738,Moonee Valley,1430000
1739,Moonee Valley,3524856.331
1740,Moonee Valley,787500
1741,Moonee Valley,652500
1742,Moonee Valley,1300000
1743,Moonee Valley,730000
1744,Moonee Valley,3583948.836
1745,Moonee Valley,970000
1746,Moonee Valley,1115000
1747,Moreland,670000
1748,Moreland,333000
1749,Moreland,455000
1750,Moreland,378000
1751,Moreland,585000
1752,Moreland,615000
1753,Moreland,526000
1754,Moreland,540000
1755,Moreland,540000
1756,Moreland,625000
1757,Moreland,3066668.287
1758,Moreland,640000
1759,Moreland,783000
1760,Moreland,3156946.311
1761,Moreland,619000
1762,Moreland,460000
1763,Moreland,751000
1764,Moreland,609000
1765,Moreland,752500
1766,Moreland,650000
1767,Moreland,750000
1768,Moreland,400000
1769,Moreland,527000
1770,Moreland,2937230.67
1771,Moreland,617000
1772,Moreland,540000
1773,Moreland,643000
1774,Moreland,631000
1775,Moreland,640000
1776,Moreland,575000
1777,Moreland,562000
1778,Moreland,620000
1779,Moreland,652500
1780,Moreland,1010000
1781,Moreland,492000
1782,Moreland,422500
1783,Boroondara,1550000
1784,Boroondara,1140000
1785,Boroondara,1865000
1786,Boroondara,6389330.654
1787,Boroondara,1450000
1788,Boroondara,1110000
1789,Boroondara,3100000
1790,Boroondara,555000
1791,Boroondara,1700000
1792,Boroondara,1585000
1793,Boroondara,935000
1794,Boroondara,460000
1795,Boroondara,3050000
1796,Boroondara,2800000
1797,Boroondara,573000
1798,Boroondara,680000
1799,Boroondara,2250000
1800,Boroondara,2381000
1801,Boroondara,1738000
1802,Boroondara,735000
1803,Boroondara,1420000
1804,Boroondara,400000
1805,Boroondara,1335000
1806,Boroondara,1825000
1807,Boroondara,840000
1808,Boroondara,3500000
1809,Boroondara,444000
1810,Boroondara,1320000
1811,Boroondara,1890000
1812,Boroondara,2450000
1813,Boroondara,1590000
1814,Boroondara,2450000
1815,Boroondara,1625000
1816,Boroondara,706000
1817,Boroondara,2500000
1818,Boroondara,5266974.611
1819,Boroondara,1385000
1820,Boroondara,655250
1821,Boroondara,5597560.628
1822,Boroondara,430000
1823,Boroondara,505000
1824,Boroondara,1650000
1825,Boroondara,371000
1826,Boroondara,1625000
1827,Boroondara,975000
1828,Darebin,480000
1829,Darebin,3389445.221
1830,Darebin,731000
1831,Darebin,610000
1832,Darebin,3015741.76
1833,Melbourne,1370000
1834,Melbourne,800000
1835,Moonee Valley,1260000
1836,Moonee Valley,931999
1837,Moonee Valley,800000
1838,Moonee Valley,780000
1839,Moonee Valley,1257000
1840,Moonee Valley,1562000
1841,Moonee Valley,1740000
1842,Moonee Valley,315000
1843,Moonee Valley,1300000
1844,Moonee Valley,470000
1845,Moonee Valley,1740000
1846,Darebin,316000
1847,Moonee Valley,2100000
1848,Moonee Valley,1435000
1849,Moonee Valley,1020000
1850,Moonee Valley,2902444.535
1851,Moonee Valley,900000
1852,Moonee Valley,765000
1853,Moonee Valley,881000
1854,Moonee Valley,1300000
1855,Moonee Valley,760000
1856,Boroondara,1900000
1857,Boroondara,700000
1858,Boroondara,1890000
1859,Boroondara,1725000
1860,Moreland,1652000
1861,Moreland,735000
1862,Moreland,1210000
1863,Moreland,412000
1864,Moreland,1681469
1865,Moreland,1115000
1866,Moreland,320000
1867,Moreland,1260000
1868,Moreland,1210000
1869,Moreland,1385000
1870,Moreland,981000
1871,Moreland,418000
1872,Moreland,585000
1873,Moreland,1900000
1874,Moreland,884000
1875,Moreland,957000
1876,Moreland,480000
1877,Moreland,1310000
1878,Moreland,1283000
1879,Moreland,1015000
1880,Moreland,500000
1881,Moreland,435000
1882,Moreland,835000
1883,Moreland,1500000
1884,Moreland,407500
1885,Moreland,825000
1886,Moreland,645000
1887,Moreland,1220000
1888,Moreland,1100000
1889,Moreland,2852483.484
1890,Moreland,640000
1891,Moreland,545000
1892,Moreland,2627593.218
1893,Boroondara,5235158.898
1894,Boroondara,2216000
1895,Boroondara,2110000
1896,Boroondara,6299552.858
1897,Boroondara,1900000
1898,Boroondara,1620000
1899,Boroondara,3550000
1900,Boroondara,1905000
1901,Boroondara,2990000
1902,Boroondara,835000
1903,Boroondara,8000000
1904,Boroondara,3725000
1905,Moreland,495000
1906,Moreland,930000
1907,Moreland,781000
1908,Moreland,677776
1909,Moreland,680000
1910,Moreland,824000
1911,Moreland,1500000
1912,Moreland,1005000
1913,Moreland,901000
1914,Moreland,990000
1915,Moreland,1455000
1916,Moreland,1250000
1917,Moreland,710000
1918,Moreland,1790000
1919,Moreland,650000
1920,Moreland,2581103.385
1921,Moreland,720000
1922,Moonee Valley,2020000
1923,Moonee Valley,325000
1924,Moonee Valley,1652000
1925,Moonee Valley,1131000
1926,Moonee Valley,450000
1927,Moonee Valley,310000
1928,Moonee Valley,700000
1929,Moonee Valley,610000
1930,Moonee Valley,3476490.157
1931,Moonee Valley,350000
1932,Moonee Valley,426500
1933,Darebin,1500000
1934,Moreland,660000
1935,Moreland,741000
1936,Moreland,532000
1937,Moreland,698000
1938,Moreland,1000000
1939,Moreland,328000
1940,Moreland,543500
1941,Moonee Valley,1250000
1942,Moonee Valley,953000
1943,Moonee Valley,603000
1944,Moonee Valley,940000
1945,Moonee Valley,1550000
1946,Moonee Valley,500000
1947,Moonee Valley,450000
1948,Moonee Valley,3465007.613
1949,Moonee Valley,1205000
1950,Moonee Valley,1085000
1951,Moonee Valley,2912507.791
1952,Moonee Valley,917000
1953,Boroondara,1800000
1954,Boroondara,1760000
1955,Boroondara,1601000
1956,Boroondara,910000
1957,Moreland,780000
1958,Moreland,420000
1959,Moreland,895000
1960,Moreland,885000
1961,Moreland,597500
1962,Moreland,822000
1963,Moreland,645000
1964,Moreland,595000
1965,Moreland,1050000
1966,Moreland,705000
1967,Moreland,2944172.412
1968,Moreland,680000
1969,Moreland,935000
1970,Moreland,725000
1971,Moreland,740000
1972,Moreland,880000
1973,Moreland,630000
1974,Boroondara,1700000
1975,Boroondara,440000
1976,Boroondara,580000
1977,Boroondara,535000
1978,Boroondara,635000
1979,Boroondara,6447662.045
1980,Boroondara,5710020.648
1981,Boroondara,360000
1982,Boroondara,6049523.576
1983,Boroondara,1800000
1984,Boroondara,275000
1985,Boroondara,1525000
1986,Boroondara,6122649.889
1987,Boroondara,1750000
1988,Boroondara,5403707.453
1989,Boroondara,780000
1990,Boroondara,500000
1991,Boroondara,1264000
1992,Boroondara,3600000
1993,Boroondara,2425000
1994,Boroondara,1405000
1995,Boroondara,2102000
1996,Boroondara,435000
1997,Boroondara,555000
1998,Boroondara,532000
1999,Moonee Valley,843000
2000,Moonee Valley,835000
2001,Moonee Valley,635000
2002,Moonee Valley,745000
2003,Moonee Valley,941000
2004,Moonee Valley,912000
2005,Boroondara,3800000
2006,Boroondara,4708334.502
2007,Boroondara,690000
2008,Boroondara,2600000
2009,Boroondara,4515000
2010,Boroondara,820000
2011,Boroondara,6134780.633
2012,Boroondara,590000
2013,Boroondara,1402000
2014,Melbourne,3533695.128
2015,Melbourne,333000
2016,Melbourne,452000
2017,Melbourne,275000
2018,Melbourne,683000
2019,Melbourne,640000
2020,Moonee Valley,439000
2021,Moonee Valley,1040000
2022,Moonee Valley,1670000
2023,Moonee Valley,1940000
2024,Moonee Valley,560000
2025,Moonee Valley,1515000
2026,Moonee Valley,2300000
2027,Moonee Valley,970000
2028,Moonee Valley,1070000
2029,Moonee Valley,542000
2030,Moonee Valley,1240000
2031,Moonee Valley,955000
2032,Moonee Valley,960000
2033,Moonee Valley,810000
2034,Moonee Valley,510000
2035,Moonee Valley,3287017.672
2036,Moonee Valley,800000
2037,Moonee Valley,500000
2038,Darebin,1343000
2039,Darebin,680000
2040,Darebin,695000
2041,Darebin,3447166.23
2042,Darebin,995000
2043,Darebin,3364723.853
2044,Darebin,1822000
2045,Darebin,280000
2046,Darebin,1050000
2047,Darebin,1235000
2048,Moreland,600000
2049,Moreland,955000
2050,Moreland,2656668.763
2051,Moreland,755000
2052,Moreland,1005000
2053,Moreland,648000
2054,Melbourne,3970000
2055,Melbourne,2790000
2056,Moreland,755000
2057,Moreland,750000
2058,Moreland,999000
2059,Moreland,800000
2060,Moreland,770000
2061,Moreland,585000
2062,Moreland,708000
2063,Moreland,427500
2064,Moreland,560000
2065,Moreland,520000
2066,Moreland,958000
2067,Darebin,1190000
2068,Darebin,1121000
2069,Darebin,715000
2070,Darebin,917500
2071,Darebin,800000
2072,Darebin,1075000
2073,Darebin,880000
2074,Darebin,1020000
2075,Darebin,1000000
2076,Darebin,910000
2077,Darebin,2300000
2078,Darebin,690000
2079,Darebin,1100000
2080,Darebin,1055000
2081,Darebin,385000
2082,Darebin,595000
2083,Darebin,665000
2084,Darebin,905000
2085,Darebin,845000
2086,Darebin,3555498.489
2087,Darebin,3168904.95
2088,Darebin,2966453.521
2089,Darebin,678500
2090,Darebin,861500
2091,Darebin,801000
2092,Darebin,490000
2093,Darebin,605000
2094,Darebin,652000
2095,Darebin,3338521.46
2096,Darebin,375000
2097,Darebin,505000
2098,Melbourne,920000
2099,Melbourne,390500
2100,Moonee Valley,810000
2101,Moonee Valley,1021000
2102,Moonee Valley,925000
2103,Moonee Valley,3147629.221
2104,Boroondara,1260000
2105,Boroondara,2360000
2106,Boroondara,1250000
2107,Boroondara,1600000
2108,Boroondara,1652000
2109,Boroondara,2370000
2110,Darebin,1195000
2111,Darebin,716000
2112,Darebin,998000
2113,Darebin,600000
2114,Darebin,1346000
2115,Darebin,1275000
2116,Darebin,880000
2117,Darebin,960000
2118,Darebin,1260000
2119,Darebin,1100000
2120,Moonee Valley,720000
2121,Moonee Valley,985000
2122,Moonee Valley,510000
2123,Moonee Valley,480000
2124,Boroondara,2220000
2125,Boroondara,1380000
2126,Boroondara,1680000
2127,Melbourne,960000
2128,Melbourne,995000
2129,Melbourne,490000
2130,Melbourne,503000
2131,Moonee Valley,1291000
2132,Moreland,3024295.06
2133,Moreland,990000
2134,Moreland,970000
2135,Melbourne,425000
2136,Melbourne,535000
2137,Melbourne,500000
2138,Melbourne,525000
2139,Melbourne,917500
2140,Melbourne,902500
2141,Melbourne,2161000
2142,Melbourne,1485000
2143,Melbourne,940000
2144,Melbourne,595000
2145,Melbourne,580000
2146,Melbourne,580000
2147,Darebin,488000
2148,Melbourne,1013000
2149,Moonee Valley,360000
2150,Moonee Valley,640000
2151,Boroondara,1475000
2152,Boroondara,4946605.881
2153,Boroondara,6422792.811
2154,Moreland,1100000
2155,Boroondara,677000
2156,Boroondara,6456858.691
2157,Boroondara,816000
2158,Melbourne,4191041.437
2159,Moreland,900000
2160,Moreland,922000
2161,Moonee Valley,310000
2162,Moonee Valley,864000
2163,Moonee Valley,291000
2164,Moonee Valley,750000
2165,Moonee Valley,2200000
2166,Moreland,2544115.401
2167,Boroondara,1000000
2168,Boroondara,2900000
2169,Boroondara,450000
2170,Moonee Valley,520000
2171,Melbourne,967000
2172,Melbourne,850000
2173,Melbourne,535000
2174,Boroondara,758000
2175,Boroondara,862000
2176,Moonee Valley,3541119.782
2177,Melbourne,962000
2178,Moreland,610000
2179,Moreland,800000
2180,Moreland,1501000
2181,Moreland,780000
2182,Darebin,840000
2183,Darebin,668500
2184,Darebin,2070000
2185,Moonee Valley,507000
2186,Darebin,2220000
2187,Moonee Valley,1500000
2188,Boroondara,1655000
2189,Boroondara,2405000
2190,Boroondara,3100000
2191,Moreland,3072785.936
2192,Moreland,3196082.207
2193,Moreland,700000
2194,Moreland,2827990.15
2195,Moreland,765000
2196,Moreland,1400000
2197,Moreland,1105000
2198,Moreland,1200000
2199,Boroondara,6491854.921
2200,Moreland,690000
2201,Moreland,1600000
2202,Moreland,1157000
2203,Moreland,690000
2204,Moreland,850000
2205,Moonee Valley,1025000
2206,Moonee Valley,1320000
2207,Moonee Valley,2210000
2208,Moreland,700000
2209,Moreland,712000
2210,Moreland,775000
2211,Moonee Valley,1290000
2212,Boroondara,1890000
2213,Moreland,750000
2214,Moreland,695000
2215,Moreland,827000
2216,Moreland,627000
2217,Boroondara,690000
2218,Boroondara,1022000
2219,Boroondara,5510000
2220,Boroondara,3335000
2221,Boroondara,4958445.964
2222,Boroondara,6373343.305
2223,Boroondara,1875000
2224,Boroondara,2320000
2225,Boroondara,1465000
2226,Melbourne,3210307.068
2227,Melbourne,990000
2228,Boroondara,630000
2229,Boroondara,942000
2230,Boroondara,515000
2231,Boroondara,2162000
2232,Boroondara,2260000
2233,Darebin,800001
2234,Moonee Valley,1850000
2235,Moonee Valley,760000
2236,Moonee Valley,1337000
2237,Melbourne,3856140.61
2238,Moreland,1138000
2239,Melbourne,1770000
2240,Darebin,1400000
2241,Darebin,830000
2242,Darebin,3538737.992
2243,Darebin,945000
2244,Darebin,1210000
2245,Darebin,465000
2246,Darebin,725000
2247,Darebin,972500
2248,Darebin,955000
2249,Darebin,521000
2250,Darebin,2845485.546
2251,Darebin,642500
2252,Melbourne,2210000
2253,Melbourne,422000
2254,Moonee Valley,790000
2255,Darebin,493000
2256,Darebin,1626000
2257,Moonee Valley,730000
2258,Darebin,1650000
2259,Moonee Valley,1750000
2260,Boroondara,6439338.071
2261,Moonee Valley,750000
2262,Boroondara,2380000
2263,Boroondara,2100000
2264,Boroondara,3050000
2265,Boroondara,1557000
2266,Boroondara,1420000
2267,Boroondara,2050000
2268,Moreland,510000
2269,Moreland,1925000
2270,Moreland,890000
2271,Moreland,1500000
2272,Moreland,312000
2273,Moreland,1010000
2274,Boroondara,2361000
2275,Melbourne,3385583.781
2276,Melbourne,1350000
2277,Moonee Valley,580000
2278,Moonee Valley,970000
2279,Moonee Valley,1195000
2280,Moonee Valley,1155000
2281,Moonee Valley,800000
2282,Darebin,667000
2283,Moreland,1018000
2284,Moreland,780000
2285,Moreland,780000
2286,Moreland,945000
2287,Boroondara,7650000
2288,Boroondara,375000
2289,Boroondara,1080000
2290,Boroondara,2855000
2291,Boroondara,3255000
2292,Melbourne,730000
