Area,Direccion,CodigoPostal,Fecha,Precio,Habitaciones,Distacia,Banos,Carros,Terreno,Construccion,AnoConstriccion
Moreland,25 East St,3046,,515000,2,12.1,1,2,345,79,1990
Bayside,1/30 Grenville St,3188,11/1/2024,895000,2,13.7,1,1,228,87,1975
Bayside,6/334 Hampton St,3188,11/1/2024,587000,2,13.7,1,1,0,74,1975
Bayside,38 Myrtle Rd,3188,12/1/2024,2800000,4,13.7,3,2,701,320,2015
Bayside,36 Thomas St,3188,12/1/2024,3250000,4,13.7,3,2,928,300,
Bayside,6 Earlsfield Rd,3188,10/1/2024,,4,13.7,2,3,688,187,
Bayside,3 Kendall St,3188,12/1/2024,1600000,4,13.7,2,2,607,242,2011
Bayside,24A Smith St,3188,10/1/2024,1003500,3,13.7,1,2,289,109,1998
Bayside,8/121 Thomas St,3188,11/1/2024,802000,2,13.7,1,1,0,85,1965
Bayside,2/524 Bluff Rd,3188,10/1/2024,,5,13.7,2,2,434,168,
Bayside,8 Bronte Ct,3188,12/1/2024,1560000,3,13.7,1,3,593,125,1955
Bayside,1/88 Fewster Rd,3188,11/1/2024,680000,2,13.7,1,2,0,78,
Bayside,3/46 Fewster Rd,3188,11/1/2024,760000,2,13.7,1,1,90,86,1985
Bayside,5/440 Hampton St,3188,11/1/2024,616000,2,13.7,1,1,0,104,2005
Bayside,131 Linacre Rd,3188,11/1/2024,1680000,4,13.7,1,1,723,90,1955
Bayside,66a Thomas St,3188,12/1/2024,1120000,3,13.7,2,3,373,113,1984
Bayside,4 Bendigo St,3188,10/1/2024,3200000,4,13.7,3,3,760,325,
Bayside,43 Fewster Rd,3188,,1250000,4,13.7,3,2,398,220,2014
Bayside,54 Linacre Rd,3188,,2000000,4,13.7,3,4,615,248,
Bayside,42 Myrtle Rd,3188,10/1/2024,1805000,5,13.7,2,2,700,224,1950
Bayside,310 Hampton St,3188,12/1/2024,2600000,4,13.7,1,2,1504,162,
Bayside,65 Linacre Rd,3188,12/1/2024,3470000,5,13.7,3,4,670,413,2008
Bayside,7 Austin Rd,3188,10/1/2024,1050000,3,13.7,2,2,357,120,1970
Bayside,3/1 Edinburgh St,3188,10/1/2024,810000,3,13.7,1,1,195,115,1960
Bayside,1/33 Holyrood St,3188,10/1/2024,1460000,3,13.7,2,2,413,137,1970
Bayside,29 Thomas St,3188,10/1/2024,3075000,5,13.7,2,2,830,204,
Bayside,4/308 Hampton St,3188,10/1/2024,875500,2,13.7,2,1,225,118,1970
Bayside,16 Smith St,3188,11/1/2024,2600000,5,13.7,4,2,1000,324,1950
Bayside,70 Highett Rd,3188,11/1/2024,1705000,5,13.7,2,2,648,364,1950
Bayside,6 Valerian St,3188,10/1/2024,1515000,4,13.7,2,0,611,613,1950
Bayside,107 Willis St,3188,12/1/2024,2980000,5,13.7,3,2,694,323,2011
Bayside,50 Holyrood St,3188,10/1/2024,2200000,4,13.7,3,4,583,305,2000
Bayside,2/95 Thomas St,3188,10/1/2024,,3,13.7,2,1,355,140,1987
Bayside,53 Bridge St,3188,10/1/2024,,4,13.7,3,2,627,303,1997
Bayside,17/93 Highett Rd,3188,11/1/2024,450000,2,13.7,2,1,0,70,2007
Bayside,3/8 Alicia St,3188,11/1/2024,500000,2,13.7,1,1,0,61,1970
Bayside,64 Earlsfield Rd,3188,10/1/2024,,4,13.7,3,2,562,228,1950
Bayside,91A Linacre Rd,3188,11/1/2024,915500,2,13.7,2,1,0,148,
Bayside,49 Service St,3188,10/1/2024,1740000,4,13.7,3,2,414,209,1950
Bayside,15 Avelin St,3188,10/1/2024,,4,13.7,2,1,667,184,
Bayside,41 Orlando St,3188,11/1/2024,2160000,4,13.7,2,1,577,231,
Bayside,52 Service St,3188,10/1/2024,2250000,4,13.7,2,2,647,260,
Bayside,18 Kanowna St,3188,12/1/2024,2130000,4,13.7,2,2,714,188,
Bayside,9/12 Bartlett St,3188,12/1/2024,400000,2,14.5,1,1,0,75,1960
Bayside,10a Roydon St,3188,,1020000,3,14.5,2,2,221,171,
Bayside,1/23 Wickham Rd,3188,11/1/2024,926000,3,14.5,2,2,393,140,1950
Bayside,4 Besant St,3188,10/1/2024,1070000,3,14.5,1,3,583,106,1970
Bayside,2/2 Flowerdale Rd,3188,11/1/2024,801000,2,14.5,1,1,217,107,1994
Bayside,28 Roydon St,3188,12/1/2024,1150000,3,14.5,2,1,0,3,2005
Kingston,4/332 South Rd,3188,12/1/2024,472000,2,14.5,1,1,215,68,2007
Bayside,29 Wickham Rd,3188,11/1/2024,,3,14.5,2,2,586,150,1950
Kingston,4 Dane Rd,3188,10/1/2024,1200000,4,14.5,2,2,0,154,2002
Boroondara,6a Scott St,3122,11/1/2024,1650000,4,4.6,2,2,317,210,2005
Boroondara,4 Bowen St,3122,11/1/2024,2670000,4,4.6,2,1,336,235,
Boroondara,23 Elgin St,3122,10/1/2024,1480000,3,4.6,1,0,228,116,
Boroondara,25/510 Glenferrie Rd,3122,10/1/2024,348000,1,4.6,1,1,0,53,1950
Boroondara,9/69 Wattle Rd,3122,10/1/2024,,3,4.6,1,1,181,122,1969
Boroondara,118/862 Glenferrie Rd,3122,,,2,4.6,2,1,85,82,2014
Boroondara,188e Riversdale Rd,3122,,492000,1,4.6,1,1,0,63,1995
Boroondara,2/5 Finchley Ct,3122,10/1/2024,806000,2,4.6,1,1,0,64,
Boroondara,7 Brook St,3122,,2000000,3,4.6,2,1,460,176,
Boroondara,13/5 Denham St,3122,,753000,2,4.6,1,2,0,88,1960
Boroondara,7/21 Elphin Gr,3122,10/1/2024,330000,1,4.6,1,1,0,52,1970
Boroondara,14 Malmsbury St,3122,10/1/2024,1420000,3,4.6,1,0,218,108,
Boroondara,303/25 Lynch St,3122,12/1/2024,495000,2,4.6,1,1,0,60,2014
Boroondara,11/140 Riversdale Rd,3122,12/1/2024,292000,1,4.6,1,0,0,56,1966
Boroondara,3/164 Barkers Rd,3122,10/1/2024,,2,4.6,1,1,1089,76,2003
Boroondara,530 Burwood Rd,3122,11/1/2024,1300000,3,4.6,2,1,341,155,
Boroondara,44 College St,3122,11/1/2024,1300000,3,4.6,1,0,232,90,
Boroondara,8/32 Liddiard St,3122,11/1/2024,,2,4.6,1,1,0,52,1970
Boroondara,8/1 Muir St,3122,11/1/2024,1000000,3,4.6,3,2,0,145,1999
Boroondara,6 Salisbury Gr,3122,10/1/2024,1741000,3,4.6,1,1,383,109,
Boroondara,9/63 Berkeley St,3122,10/1/2024,655000,2,4.6,1,1,0,78,1960
Boroondara,13/561 Glenferrie Rd,3122,11/1/2024,488000,1,4.6,1,1,0,57,2004
Boroondara,3 Randolph St,3122,11/1/2024,2065000,3,4.6,1,1,351,150,
Boroondara,5/67 Auburn Rd,3122,10/1/2024,350000,1,4.6,1,1,0,51,1960
Boroondara,16 Pine St,3122,10/1/2024,1712000,3,4.6,1,1,342,130,
Boroondara,3/1 Elm St,3122,10/1/2024,480000,1,4.6,1,1,0,50,
Boroondara,10 Oak St,3122,,3225000,4,4.6,2,2,665,220,
Boroondara,7/6 Osborne Ct,3122,10/1/2024,400000,1,4.6,1,1,0,41,1950
Boroondara,78/8 Wallen Rd,3122,10/1/2024,1650000,4,4.6,2,3,207,180,2002
Boroondara,4 Ardene Ct,3122,11/1/2024,3950000,5,4.6,2,3,1236,340,
Boroondara,3/566 Glenferrie Rd,3122,10/1/2024,587500,2,4.6,1,1,1099,72,1965
Boroondara,107/567 Glenferrie Rd,3122,10/1/2024,560000,2,4.6,1,1,0,70,2013
Boroondara,23 Edgerton St,3122,11/1/2024,1936000,4,4.6,2,1,218,173,
Boroondara,2 Fordholm Rd,3122,10/1/2024,4250000,5,4.6,4,3,1275,435,
Boroondara,3 Glen St,3122,,3500000,5,4.6,1,3,740,5,
Boroondara,11/70 Church St,3122,11/1/2024,630000,3,4.6,1,1,0,75,1970
Boroondara,1 College St,3122,11/1/2024,1560000,3,4.6,2,0,198,148,
Boroondara,305/567 Glenferrie Rd,3122,10/1/2024,,3,4.6,2,2,0,88,2014
Boroondara,1B Hepburn St,3122,10/1/2024,1780000,3,4.6,3,2,88,178,2011
Boroondara,3/35 Creswick St,3122,10/1/2024,815000,2,4.6,1,1,0,93,
Boroondara,6/28 Manningtree Rd,3122,,,3,4.6,2,1,0,196,2010
Boroondara,2/21 Elphin Gr,3122,,657500,2,4.6,1,1,728,73,1965
Boroondara,50 Kinkora Rd,3122,,5050000,4,4.6,4,2,905,373,
Boroondara,22/9 Lisson Gr,3122,10/1/2024,445000,1,4.6,1,1,0,52,1970
Boroondara,4A Simpson Pl,3122,,,3,4.6,1,3,218,92,
Boroondara,5/40 Barkers Rd,3122,11/1/2024,470000,2,4.6,1,1,0,70,1970
Boroondara,710/377 Burwood Rd,3122,11/1/2024,,2,4.6,1,1,0,76,2005
Boroondara,466 Auburn Rd,3122,11/1/2024,1800000,4,4.6,2,4,601,158,
Boroondara,5 Wattle Gr,3122,,1855000,3,4.6,1,1,304,125,
Boroondara,1/4 Hill St,3122,11/1/2024,665000,2,4.6,1,3,0,70,1965
Boroondara,24 College St,3122,10/1/2024,1551000,3,4.6,1,1,199,103,
Boroondara,5/29 Elphin Gr,3122,12/1/2024,612500,2,4.6,1,1,859,71,1960
Boroondara,59 Mason St,3122,10/1/2024,2410000,3,4.6,2,0,249,171,
Boroondara,10/150 Barkers Rd,3122,,715000,2,4.6,1,1,0,82,2001
Boroondara,8B Myrtle St,3122,10/1/2024,1055000,2,4.6,2,1,191,151,1975
Boroondara,151 Power St,3122,,1976000,4,4.6,2,2,410,275,
Boroondara,10/60 Hawthorn Gr,3122,10/1/2024,499000,1,4.6,1,1,0,56,1960
Boroondara,3/32 Power St,3122,10/1/2024,495000,2,4.6,1,1,0,85,1970
Boroondara,9 Power St,3122,10/1/2024,3750000,5,4.6,3,2,827,344,
Boroondara,37 Brook St,3122,10/1/2024,1400000,3,4.6,2,1,164,126,
Boroondara,109/311 Burwood Rd,3122,10/1/2024,370000,1,4.6,1,1,0,44,2014
Boroondara,13/44 Burwood Rd,3122,11/1/2024,627500,2,4.6,2,2,0,89,2000
Banyule,97 Edwin St,3081,12/1/2024,815000,2,10.5,1,2,589,120,
Banyule,16 Bamfield Rd,3081,11/1/2024,565000,2,10.5,2,1,201,107,2007
Banyule,2 Bonar St,3081,10/1/2024,994000,3,10.5,2,2,807,192,1950
Banyule,14 Sackville St,3081,,785000,3,10.5,1,0,592,130,1950
Banyule,1/62 Southern Rd,3081,10/1/2024,620000,3,10.5,2,2,215,118,2005
Banyule,6/34 Bonar St,3081,11/1/2024,706750,3,10.5,2,2,250,125,2012
Banyule,18 Shelley St,3081,10/1/2024,584000,2,10.5,1,1,428,84,1950
Banyule,5 Burns Ct,3081,10/1/2024,909000,3,10.5,2,2,585,134,1960
Banyule,15 Outhwaite Rd,3081,,1086000,4,10.5,2,2,724,161,1960
Banyule,33 Shakespeare Gr,3081,11/1/2024,680000,2,10.5,1,1,605,78,1950
Banyule,19 Collins St,3081,,650000,2,10.5,1,3,620,85,1950
Banyule,8 Leonard St,3081,11/1/2024,890000,5,10.5,2,2,596,172,1972
Banyule,82 Southern Rd,3081,10/1/2024,650000,3,10.5,1,2,582,90,1955
Banyule,2/35 Porter Rd,3081,,605000,2,10.5,1,1,166,87,2008
Banyule,478 Waterdale Rd,3081,12/1/2024,770000,8,10.5,4,4,638,115,1960
Banyule,498 Waterdale Rd,3081,10/1/2024,950000,3,10.5,1,2,800,118,1960
Banyule,13 Altona St,3081,12/1/2024,856000,4,10.5,1,2,722,208,1975
Banyule,3/17 Burns Ct,3081,,600000,3,10.5,2,2,251,200,2012
Banyule,1/97 Bamfield Rd,3081,12/1/2024,450000,2,10.5,1,1,0,82,
Banyule,484 Waterdale Rd,3081,10/1/2024,915000,3,10.5,1,1,748,101,1950
Banyule,2/601 Upper Heidelberg Rd,3081,10/1/2024,400000,2,10.5,1,1,127,83,1970
Banyule,13 Glover St,3081,12/1/2024,,3,10.5,1,1,420,90,1960
Banyule,96 Lloyd St,3081,10/1/2024,590000,2,10.5,1,2,586,80,1955
Banyule,146 Porter Rd,3081,10/1/2024,,2,10.5,1,3,932,97,1950
Banyule,26 Southern Rd,3081,10/1/2024,460000,2,10.5,1,2,508,79,1955
Banyule,11 Sackville St,3081,11/1/2024,1000500,4,10.5,2,1,592,191,1950
Banyule,470 Waterdale Rd,3081,12/1/2024,631000,3,10.5,1,1,596,99,1960
Banyule,23 Redwood St,3081,,691000,3,9.4,1,2,624,86,1965
Banyule,73 Pacific Dr,3081,10/1/2024,560000,3,9.4,1,1,523,87,1960
Banyule,2/287 Liberty Pde,3081,10/1/2024,370000,2,9.4,1,1,100,90,2013
Banyule,59 Alamein Rd,3081,11/1/2024,532000,3,9.4,1,1,390,86,1955
Banyule,21 Pacific Dr,3081,11/1/2024,710000,3,9.4,1,1,594,107,
Banyule,35 Carbeena Pde,3081,11/1/2024,515500,2,9.4,1,1,331,111,1960
Banyule,186 Oriel Rd,3081,11/1/2024,800000,3,9.4,1,3,633,88,1950
Banyule,23 Catalina St,3081,11/1/2024,620000,2,9.4,1,2,668,88,1950
Banyule,15/459 Waterdale Rd,3081,12/1/2024,360000,2,9.4,1,1,89,85,1970
Banyule,163 Dougharty Rd,3081,11/1/2024,440500,2,9.4,1,1,368,81,1955
Banyule,29 Morotai Pde,3081,,,4,9.4,1,1,632,152,1955
Banyule,523 Waterdale Rd,3081,11/1/2024,480000,3,9.4,1,1,338,13,1980
Banyule,5 Barce Pl,3081,10/1/2024,715000,4,9.4,2,2,521,196,1990
Banyule,5 Mulberry Pde,3081,10/1/2024,646250,3,9.4,1,2,616,18,1965
Banyule,16 Achilles St,3081,10/1/2024,1375000,3,9.4,1,1,368,106,1960
Banyule,111 Ramu Pde,3081,10/1/2024,722000,3,9.4,1,2,593,99,1950
Banyule,22 Kokoda St,3081,12/1/2024,725000,2,9.4,1,3,632,77,1960
Banyule,9 Ambon Ct,3081,11/1/2024,961000,3,9.4,1,2,1179,,
Banyule,262 Liberty Pde,3081,12/1/2024,465000,3,9.4,1,1,413,85,1960
Monash,18 Paget St,3166,12/1/2024,1550000,2,13,1,1,732,97,1950
Monash,1/13 Swindon Rd,3166,12/1/2024,516000,2,13,1,1,0,76,1970
Monash,20 Dalston Rd,3166,11/1/2024,1340000,3,13,1,1,705,128,
Monash,30 Kinrade St,3166,12/1/2024,,3,13,1,2,715,126,
Monash,2/19 Swindon Rd,3166,11/1/2024,828000,3,13,2,1,206,118,2002
Monash,19 Canterbury St,3166,11/1/2024,1055000,3,13,1,1,562,97,
Monash,4/89 Kangaroo Rd,3166,,623000,2,13,1,1,101,90,1970
Monash,3 Paget St,3166,12/1/2024,2120000,4,13,2,2,847,315,
Monash,8 Bowmore St,3166,,1745000,4,13,2,1,547,185,
Monash,14 Bowmore St,3166,,1700000,4,13,2,2,545,180,
Monash,105/175 Kangaroo Rd,3166,10/1/2024,420000,2,13,1,1,0,70,2010
Monash,22 Skipton Rd,3166,12/1/2024,1337000,4,13,1,2,696,100,
Monash,3/14 Rugby Rd,3166,12/1/2024,455000,2,13,1,2,0,60,1960
Monash,5/7 Warrigal Rd,3166,12/1/2024,400000,2,13,1,1,100,88,1975
Monash,37 Darling St,3166,11/1/2024,1210000,3,13,1,2,730,122,
Monash,3 Dalston Rd,3166,12/1/2024,1167500,4,13,2,1,678,184,1950
Monash,1/3 Euston Rd,3166,12/1/2024,900000,3,13,2,1,360,154,1975
Monash,1051 North Rd,3166,11/1/2024,677500,2,13,1,4,575,83,1950
Banyule,3/3 Merton St,3079,11/1/2024,460000,1,7.9,1,0,75,,1970
Banyule,20 Green St,3079,,2265000,4,7.9,2,2,925,208,
Banyule,9 Cook St,3079,,981000,3,7.9,3,2,626,378,2016
Banyule,20 Locksley Rd,3079,,2400000,4,7.9,2,2,1252,201,
Banyule,3/11 Oriel Rd,3079,,890000,3,7.9,2,2,249,140,2005
Banyule,5/52 Locksley Rd,3079,10/1/2024,739000,2,7.9,1,1,648,91,1965
Banyule,7 Robbins St,3079,12/1/2024,1340000,3,7.9,1,1,571,,
Banyule,1/34 Edwin St,3079,12/1/2024,785000,3,7.9,2,0,399,110,1950
Banyule,950 Heidelberg Rd,3079,10/1/2024,1155000,3,7.9,1,2,537,170,
Banyule,24 Dalveen Rd,3079,12/1/2024,1020000,2,7.9,1,1,557,78,1955
Banyule,5 Stanley St,3079,11/1/2024,1465000,3,7.9,1,2,630,126,1960
Banyule,3/8 Green St,3079,10/1/2024,855000,3,7.9,2,2,0,130,1980
Banyule,4/13 Ivanhoe Pde,3079,11/1/2024,705000,2,7.9,1,1,94,,
Banyule,5/30 Magnolia Rd,3079,10/1/2024,413000,1,7.9,1,1,845,59,1960
Banyule,30 Oriel Rd,3079,10/1/2024,1220000,3,7.9,1,1,687,110,1975
Banyule,10 Abbotsford Gr,3079,,1605000,3,7.9,2,2,608,165,
Banyule,6/14 Athelstane Gr,3079,10/1/2024,587000,2,7.9,1,1,721,78,1960
Banyule,114 Bond St,3079,10/1/2024,,3,7.9,1,2,677,,1950
Banyule,5/19 Livingstone St,3079,11/1/2024,690000,2,7.9,1,1,103,83,
Banyule,33 Livingstone St,3079,12/1/2024,1535000,3,7.9,1,2,691,140,1950
Banyule,19 Myrtle St,3079,11/1/2024,1470000,4,7.9,2,1,694,217,1950
Banyule,171 Waterdale Rd,3079,10/1/2024,,3,7.9,1,2,645,158,
Banyule,44 Beatty St,3079,12/1/2024,1730000,5,7.9,2,2,689,292,2007
Banyule,32 Ailsa Gr,3079,10/1/2024,1850000,3,7.9,2,2,684,232,2000
Banyule,6 Fairy St,3079,10/1/2024,2600000,5,7.9,3,1,1006,411,
Banyule,5/14 Athelstane Gr,3079,10/1/2024,500000,2,7.9,1,1,71,70,1960
Banyule,1/100 St Elmo Rd,3079,12/1/2024,450000,2,7.9,1,1,0,,
Banyule,113 Green St,3079,12/1/2024,1102000,3,7.9,1,1,597,115,1950
Banyule,13 Jellicoe St,3079,11/1/2024,1275000,3,7.9,2,2,834,169,1950
Banyule,5/139 Bond St,3079,11/1/2024,785000,2,7.9,2,1,124,135,2010
Banyule,15 Kwinana Ct,3079,10/1/2024,1223500,3,7.9,2,2,721,136,1980
Banyule,3 Scotts Pde,3079,10/1/2024,1720000,4,7.9,2,3,631,233,
Banyule,103 Waterdale Rd,3079,12/1/2024,1225000,3,7.9,1,1,572,130,
Banyule,79 Marshall St,3079,11/1/2024,,4,7.9,1,2,605,181,
Banyule,3/14 Merton St,3079,12/1/2024,,1,7.9,1,1,0,58,1992
Banyule,11 Abbotsford Gr,3079,12/1/2024,2090000,4,7.9,3,2,608,315,1980
Banyule,1/10 Oriel Rd,3079,,700000,3,7.9,2,1,189,110,1990
Banyule,4 Waterdale Rd,3079,10/1/2024,2595000,4,7.9,3,3,719,407,2007
Banyule,2/92 Beatty St,3079,10/1/2024,710000,2,7.9,1,1,134,120,2012
Banyule,7/3 Kenilworth Pde,3079,10/1/2024,650000,3,7.9,2,2,0,96,2000
Brimbank,3 Stenson Rd,3021,,515000,3,15,1,4,597,114,1975
Brimbank,29 Orbital Dr,3021,10/1/2024,,4,15,3,5,654,414,
Brimbank,128 Driscolls Rd,3021,12/1/2024,582000,3,15,2,4,530,186,1980
Brimbank,6 McGrath Cl,3021,,545000,3,15,2,2,570,163,1980
Brimbank,44 Stenson Rd,3021,12/1/2024,751000,4,15,2,2,649,305,2000
Brimbank,26 Calverton Rd,3021,,500000,4,15,1,2,574,100,1985
Brimbank,4 Woolstone Cl,3021,10/1/2024,560000,4,15,2,2,612,155,1980
Brimbank,35 Georgia Pl,3021,11/1/2024,320000,3,15,2,1,119,,
Moonee Valley,16 Border Dr,3033,12/1/2024,703000,3,12.8,2,2,683,200,1995
Moonee Valley,121 Sterling Dr,3033,10/1/2024,650000,3,12.8,1,1,538,104,1970
Moonee Valley,3A Cudgewa Pl,3033,11/1/2024,770000,3,12.8,2,1,331,201,2010
Moonee Valley,16 Roberts St,3033,10/1/2024,900000,4,12.8,2,1,289,125,2011
Moonee Valley,1 Giuliano Ct,3033,10/1/2024,700000,3,12.8,2,2,288,116,1999
Moonee Valley,15 Viewbank Dr,3033,11/1/2024,816000,4,12.8,2,1,540,188,1978
Moonee Valley,74 Lincoln Dr,3033,,845000,4,12.8,1,1,622,126,1965
Moonee Valley,27 Judith St,3033,11/1/2024,772000,3,12.8,2,3,672,132,1980
Moonee Valley,9a The Crossway,3033,,650000,3,12.8,2,2,3977,113,2013
Moonee Valley,57 Wonganella Dr,3033,11/1/2024,757000,3,12.8,2,1,532,140,1960
Moonee Valley,86 Prospect Dr,3033,11/1/2024,,3,12.8,2,2,568,148,1970
Moonee Valley,4a Cohen St,3033,10/1/2024,583000,3,12.8,1,1,412,133,2003
Moonee Valley,15 Craig St,3033,11/1/2024,880000,3,12.8,1,2,584,123,1980
Moonee Valley,17/24 Craig St,3033,12/1/2024,580000,3,12.8,2,2,112,138,2013
Moonee Valley,4 Milleara Rd,3033,11/1/2024,886000,4,12.8,3,1,322,257,1950
Moonee Valley,1 Nicholas Ct,3033,10/1/2024,920000,4,12.8,2,2,745,182,1992
Moonee Valley,117 Brees Rd,3033,11/1/2024,976000,3,12.8,3,2,605,212,1980
Moonee Valley,61 Rachelle Rd,3033,12/1/2024,1420000,4,12.8,2,2,613,250,2011
Moonee Valley,21 Woorite Pl,3033,10/1/2024,900000,3,12.8,1,1,713,127,1970
Moonee Valley,18a Berembong Dr,3033,12/1/2024,470000,2,12.8,1,1,218,88,
Moonee Valley,1/36 Phillip Rd,3033,11/1/2024,380000,2,12.8,1,1,116,,
Moonee Valley,2/49 Quinn Gr,3033,10/1/2024,560000,3,12.8,1,2,352,102,2000
Moonee Valley,4 Trent Ct,3033,11/1/2024,1010000,4,12.8,2,2,776,268,1980
Moonee Valley,13 Pennington St,3033,10/1/2024,835000,4,12.8,2,3,708,184,1990
Moonee Valley,1/31 Surrey Dr,3033,10/1/2024,705000,3,12.8,2,1,440,156,1995
Moonee Valley,7 Park Dr,3033,,680000,3,12.8,2,2,224,154,1998
Moonee Valley,83 Wyong St,3033,11/1/2024,785000,3,12.8,1,2,606,141,1965
Moonee Valley,35 Gungarlan Dr,3033,12/1/2024,695000,3,12.8,2,2,716,154,1970
Moonee Valley,21 Henry St,3033,12/1/2024,807000,4,12.8,2,2,319,,
Moonee Valley,1/67 Milleara Rd,3033,12/1/2024,502000,2,12.8,1,2,0,85,1990
Moonee Valley,54 Norwood Dr,3033,11/1/2024,770000,4,12.8,2,2,546,174,1970
Moonee Valley,94 Sterling Dr,3033,,,3,12.8,1,2,542,120,1970
Moonee Valley,23 Chappell Pl,3033,12/1/2024,830000,4,12.8,2,2,686,198,1995
Moonee Valley,23 Prospect Dr,3033,10/1/2024,600000,3,12.8,1,1,565,125,1970
Moonee Valley,20 Keith Gr,3033,12/1/2024,825000,3,12.8,2,1,630,126,2017
Moonee Valley,13 Wonganella Dr,3033,11/1/2024,720000,3,12.8,1,2,639,18,
Moonee Valley,24 Yallop Ct,3033,,735000,4,12.8,2,2,547,184,2000
Moonee Valley,83 Milleara Rd,3033,,875000,3,12.8,2,2,928,130,1970
Moonee Valley,40 Borva Dr,3033,10/1/2024,601200,3,12.8,1,1,554,147,1960
Moonee Valley,60 Wonganella Dr,3033,12/1/2024,680000,3,12.8,1,2,558,105,1980
Moonee Valley,26 Norwood Dr,3033,12/1/2024,705000,3,12.8,1,2,616,201,1970
Moonee Valley,2/6 Shelley St,3033,10/1/2024,710000,3,12.8,2,1,320,133,2013
Moonee Valley,23 Viewbank Dr,3033,,732000,4,12.8,2,2,544,233,1980
Moonee Valley,8 Alwyn Ct,3033,12/1/2024,715000,3,12.8,2,4,598,123,1970
Melbourne,4 Coopers La,3031,12/1/2024,785000,3,4.2,1,1,258,64,
Melbourne,65 Gatehouse Dr,3031,10/1/2024,852000,3,4.2,1,1,166,138,2000
Melbourne,35 Henry St,3031,12/1/2024,1037000,3,4.2,1,1,188,106,
Melbourne,14 Hardiman St,3031,12/1/2024,,3,4.2,1,1,199,121,
Moonee Valley,5 Rigby La,3031,12/1/2024,845000,3,4.2,2,1,132,105,
Melbourne,403/72 Altona St,3031,10/1/2024,492500,2,4.2,1,1,0,81,2008
Melbourne,2/65 Bayswater Rd,3031,11/1/2024,420000,2,4.2,1,1,0,55,1970
Melbourne,1/16 Mawbey St,3031,,,2,4.2,1,1,0,80,2002
Melbourne,72 Bayswater Rd,3031,10/1/2024,1271000,3,4.2,1,1,284,113,
Melbourne,67 Collett St,3031,10/1/2024,,3,4.2,1,0,234,104,
Melbourne,4/130 Kensington Rd,3031,11/1/2024,750000,2,4.2,1,1,325,112,2002
Melbourne,10 Altona St,3031,12/1/2024,,2,4.2,2,1,138,126,1999
Melbourne,70 Hardiman St,3031,11/1/2024,960000,2,4.2,1,1,174,72,
Melbourne,94 McConnell St,3031,11/1/2024,,2,4.2,1,1,163,99,
Melbourne,13 Youlden St,3031,12/1/2024,,3,4.2,1,1,211,95,1992
Melbourne,41 Barnett St,3031,11/1/2024,1165000,3,4.2,1,0,239,135,
Melbourne,11 Nottingham St,3031,12/1/2024,1710000,5,4.2,2,2,566,270,
Melbourne,39 Henry St,3031,11/1/2024,1455000,3,4.2,1,0,275,120,
Melbourne,114/71 Henry St,3031,,365000,1,4.2,1,1,0,47,2012
Melbourne,118/80 Ormond St,3031,10/1/2024,442000,2,4.2,2,1,3448,71,2010
Melbourne,51 Rankins Rd,3031,,765000,2,4.2,1,2,158,76,1965
Melbourne,407/72 Altona St,3031,11/1/2024,515000,2,4.2,1,1,3957,81,2010
Melbourne,119/71 Henry St,3031,11/1/2024,370000,1,4.2,1,1,0,50,2012
Melbourne,109 Rankins Rd,3031,11/1/2024,1234500,2,4.2,2,2,169,127,2008
Melbourne,11/33 Rankins Rd,3031,11/1/2024,666000,2,4.2,1,2,1111,92,1998
Melbourne,32 Epsom Rd,3031,,825000,2,4.2,1,1,211,88,
Melbourne,14 Altona St,3031,11/1/2024,812000,2,4.2,1,0,132,79,
Melbourne,11 Nottingham St,3031,12/1/2024,1900000,5,4.2,2,2,566,270,
Moonee Valley,13/26 Barnett St,3031,12/1/2024,445000,1,4.2,1,0,0,67,1997
Melbourne,38 Rourke La,3031,12/1/2024,732000,2,4.2,2,1,94,130,2002
Melbourne,33 Barnett St,3031,11/1/2024,1260000,3,4.2,2,2,250,147,
Melbourne,51 Gatehouse Dr,3031,10/1/2024,1000000,3,4.2,2,2,211,132,1997
Moonee Valley,26 Hopetoun St,3031,10/1/2024,1155000,2,4.2,1,1,197,101,
Melbourne,148b Kensington Rd,3031,11/1/2024,790000,3,4.2,2,2,1181,136,2003
Melbourne,66 Parsons St,3031,10/1/2024,700000,2,4.2,2,1,324,97,2009
Melbourne,49 Robertson St,3031,12/1/2024,1230000,3,4.2,1,1,312,109,
Melbourne,208/465 MacAulay Rd,3031,10/1/2024,460000,2,4.2,1,1,0,84,2010
Melbourne,1/16 Mawbey St,3031,12/1/2024,,2,4.2,1,1,0,80,2002
Melbourne,123 Rankins Rd,3031,,850000,2,4.2,1,1,169,90,
Melbourne,5 Rogan La,3031,11/1/2024,,2,4.2,1,1,97,103,2000
Melbourne,1/5 Wight St,3031,,773000,2,4.2,1,1,0,90,1970
Melbourne,111/18 Bent St,3031,12/1/2024,631090,2,4.2,2,1,2136,94,2012
Melbourne,10/2 Howlett St,3031,12/1/2024,410000,2,4.2,1,1,0,86,2000
Melbourne,301/84 Altona St,3031,10/1/2024,425000,2,4.2,1,1,0,59,2006
Boroondara,30/20 Pakington St,3101,12/1/2024,520000,2,5.6,1,1,0,12,
Boroondara,2/27 Pakington St,3101,12/1/2024,610000,2,5.6,1,1,745,72,1968
